ID;COR;NOME;CASOS_14_DIAS;NIVEL_14_DIAS;CASOS_7_DIAS;NIVEL_7_DIAS
34122727041;0;PANTON;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34122727042;0;PARADELA;Número de novos casos diagnosticados no concello: 14.;Incidencia acumulada para o concello: >500.;Número de novos casos diagnosticados no concello: 13.;Incidencia acumulada para o concello: >250.
34122727043;0;PARAMO (O);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727044;0;PASTORIZA (A);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727045;0;PEDRAFITA DO CEBREIRO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727046;0;POL;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727047;0;POBRA DO BROLLON (A);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >250 e ≤500.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727048;0;PONTENOVA (A);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727049;0;PORTOMARIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727050;0;QUIROGA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727051;0;RIBADEO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727052;0;RIBAS DE SIL;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727053;0;RIBEIRA DE PIQUIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727054;0;RIOTORTO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727055;0;SAMOS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727056;0;RABADE;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727057;0;SARRIA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34122727058;0;SAVIÑAO (O);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727059;0;SOBER;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34122727060;0;TABOADA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34122727061;0;TRABADA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727062;0;TRIACASTELA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727063;0;VALADOURO (O);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727064;0;VICEDO (O);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727065;0;VILALBA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤10.
34122727066;0;VIVEIRO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤10.
34122727901;0;BARALLA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34122727902;0;BURELA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123232001;0;ALLARIZ;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232002;0;AMOEIRO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232003;0;ARNOIA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232004;0;AVION;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232005;0;BALTAR;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232006;0;BANDE;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232007;0;BAÑOS DE MOLGAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232008;0;BARBADAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232009;0;BARCO DE VALDEORRAS (O);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123232010;0;BEADE;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232011;0;BEARIZ;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232012;0;BLANCOS (OS);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232013;0;BOBORAS;Número de novos casos diagnosticados no concello: 14.;Incidencia acumulada para o concello: >500.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >125 e ≤250.
34123232014;0;BOLA A;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232015;0;BOLO (O);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232016;0;CALVOS DE RANDIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232017;0;CARBALLEDA DE VALDEORRAS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232018;0;CARBALLEDA DE AVIA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >125 e ≤250.
34123232019;0;CARBALLIÑO (O);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123232020;0;CARTELLE;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232021;0;CASTRELO DO VAL;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232022;0;CASTRELO DE MIÑO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232023;0;CASTRO CALDELAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232024;0;CELANOVA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123232025;0;CENLLE;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232026;0;COLES;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34123232027;0;CORTEGADA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232028;0;CUALEDRO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232029;0;CHANDREXA DE QUEIXA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232030;0;ENTRIMO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232031;0;ESGOS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232032;0;XINZO DE LIMIA;Número de novos casos diagnosticados no concello: 11.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123232033;0;GOMESENDE;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232034;0;GUDIÑA (A);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232035;0;IRIXO (O);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232036;0;XUNQUEIRA DE AMBIA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232037;0;XUNQUEIRA DE ESPADANEDO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232038;0;LAROUCO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232039;0;LAZA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232040;0;LEIRO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >250 e ≤500.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >125 e ≤250.
34123232041;0;LOBEIRA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232042;0;LOBIOS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232043;0;MACEDA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232044;0;MANZANEDA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232045;0;MASIDE;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >125 e ≤250.
34123232046;0;MELON;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232047;0;MERCA A;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232048;0;MEZQUITA (A);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >250 e ≤500.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >250.
34123232049;0;MONTEDERRAMO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232050;0;MONTERREI;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123232051;0;MUIÑOS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232052;0;NOGUEIRA DE RAMUIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232053;0;OIMBRA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123232054;0;OURENSE;Número de novos casos diagnosticados no concello: 61.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: 21.;Incidencia acumulada para o concello: >10 e ≤25.
34123232055;0;PADERNE DE ALLARIZ;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232056;0;PADRENDA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34123232057;0;PARADA DE SIL;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232058;0;PEREIRO DE AGUIAR;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123232059;0;PEROXA A;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232060;0;PETIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232061;0;PIÑOR;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232062;0;PORQUEIRA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232063;0;POBRA DE TRIVES A;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123232064;0;PONTEDEVA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232065;0;PUNXIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232066;0;QUINTELA DE LEIRADO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232067;0;RAIRIZ DE VEIGA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232068;0;RAMIRAS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232069;0;RIBADAVIA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34123232070;0;SAN XOAN DE RIO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232071;0;RIOS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123232072;0;RUA (A);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232073;0;RUBIA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232074;0;SAN AMARO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232075;0;SAN CIBRAO DAS VIÑAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232076;0;SAN CRISTOVO DE CEA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232077;0;SANDIAS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232078;0;SARREAUS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232079;0;TABOADELA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232080;0;TEIXEIRA A;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232081;0;TOEN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232082;0;TRASMIRAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34123232083;0;VEIGA (A);Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232084;0;VEREA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232085;0;VERIN;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123232086;0;VIANA DO BOLO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232087;0;VILAMARIN;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232088;0;VILAMARTIN DE VALDEORRAS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232089;0;VILAR DE BARRIO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232090;0;VILAR DE SANTOS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123232091;0;VILARDEVOS;Número de novos casos diagnosticados no concello: 10.;Incidencia acumulada para o concello: >500.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >250.
34123232092;0;VILARIÑO DE CONSO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636001;0;ARBO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636002;0;BARRO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636003;0;BAIONA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤10.
34123636004;0;BUEU;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤10.
34123636005;0;CALDAS DE REIS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636006;0;CAMBADOS;Número de novos casos diagnosticados no concello: 23.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636007;0;CAMPO LAMEIRO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636008;0;CANGAS;Número de novos casos diagnosticados no concello: 27.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: 14.;Incidencia acumulada para o concello: >25 e ≤75.
34123636009;0;CAÑIZA (A);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636010;0;CATOIRA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636013;0;COVELO (O);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636014;0;CRECENTE;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636015;0;CUNTIS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636016;0;DOZON;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636017;0;ESTRADA A;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636018;0;FORCAREI;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636019;0;FORNELOS DE MONTES;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636020;0;AGOLADA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636021;0;GONDOMAR;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
