ID,NOME,CASOS_14_DIAS,NIVEL_14_DIAS,CASOS_7_DIAS,NIVEL_7_DIAS,COR
"34122727034","NAVIA DE SUARNA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727035","NEGUEIRA DE MUÑIZ","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727037","NOGAIS (AS)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727038","OUROL","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727039","OUTEIRO DE REI","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34122727040","PALAS DE REI","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727041","PANTON","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727042","PARADELA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727043","PARAMO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727044","PASTORIZA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727045","PEDRAFITA DO CEBREIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727046","POL","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727047","POBRA DO BROLLON (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727048","PONTENOVA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727049","PORTOMARIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727050","QUIROGA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727051","RIBADEO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34122727052","RIBAS DE SIL","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727053","RIBEIRA DE PIQUIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727054","RIOTORTO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727055","SAMOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727056","RABADE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727057","SARRIA","Número de novos casos diagnosticados no concello: 63.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34122727058","SAVIÑAO (O)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727059","SOBER","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727060","TABOADA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727061","TRABADA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727062","TRIACASTELA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727063","VALADOURO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727064","VICEDO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727065","VILALBA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727066","VIVEIRO","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34122727901","BARALLA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727902","BURELA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123232001","ALLARIZ","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232002","AMOEIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232003","ARNOIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232004","AVION","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232005","BALTAR","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232006","BANDE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232007","BAÑOS DE MOLGAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232008","BARBADAS","Número de novos casos diagnosticados no concello: 61.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 49.","Incidencia acumulada para o concello: >250.","0"
"34123232009","BARCO DE VALDEORRAS (O)","Número de novos casos diagnosticados no concello: 74.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 72.","Incidencia acumulada para o concello: >250.","0"
"34123232010","BEADE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232011","BEARIZ","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232012","BLANCOS (OS)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232013","BOBORAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232014","BOLA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232015","BOLO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232016","CALVOS DE RANDIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232017","CARBALLEDA DE VALDEORRAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232018","CARBALLEDA DE AVIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232019","CARBALLIÑO (O)","Número de novos casos diagnosticados no concello: 45.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 35.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232020","CARTELLE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232021","CASTRELO DO VAL","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232022","CASTRELO DE MIÑO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232023","CASTRO CALDELAS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232024","CELANOVA","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232025","CENLLE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232026","COLES","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232027","CORTEGADA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232028","CUALEDRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232029","CHANDREXA DE QUEIXA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232030","ENTRIMO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232031","ESGOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232032","XINZO DE LIMIA","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232033","GOMESENDE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232034","GUDIÑA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232035","IRIXO (O)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232036","XUNQUEIRA DE AMBIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232037","XUNQUEIRA DE ESPADANEDO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232038","LAROUCO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232039","LAZA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232040","LEIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232041","LOBEIRA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232042","LOBIOS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232043","MACEDA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232044","MANZANEDA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232045","MASIDE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232046","MELON","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232047","MERCA A","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232048","MEZQUITA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232049","MONTEDERRAMO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232050","MONTERREI","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232051","MUIÑOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232052","NOGUEIRA DE RAMUIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232053","OIMBRA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232054","OURENSE","Número de novos casos diagnosticados no concello: 601.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 476.","Incidencia acumulada para o concello: >250.","0"
"34123232055","PADERNE DE ALLARIZ","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232056","PADRENDA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232057","PARADA DE SIL","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232058","PEREIRO DE AGUIAR","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 14.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232059","PEROXA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232060","PETIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232061","PIÑOR","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232062","PORQUEIRA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232063","POBRA DE TRIVES A","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232064","PONTEDEVA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232065","PUNXIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232066","QUINTELA DE LEIRADO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232067","RAIRIZ DE VEIGA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232068","RAMIRAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232069","RIBADAVIA","Número de novos casos diagnosticados no concello: 35.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250.","0"
"34123232070","SAN XOAN DE RIO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232071","RIOS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232072","RUA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232073","RUBIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232074","SAN AMARO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232075","SAN CIBRAO DAS VIÑAS","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232076","SAN CRISTOVO DE CEA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232077","SANDIAS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232078","SARREAUS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232079","TABOADELA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232080","TEIXEIRA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232081","TOEN","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232082","TRASMIRAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232083","VEIGA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232084","VEREA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232085","VERIN","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232086","VIANA DO BOLO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232087","VILAMARIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232088","VILAMARTIN DE VALDEORRAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123232089","VILAR DE BARRIO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232090","VILAR DE SANTOS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232091","VILARDEVOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232092","VILARIÑO DE CONSO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636001","ARBO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636002","BARRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
