ID,NOME,CASOS_14_DIAS,NIVEL_14_DIAS,CASOS_7_DIAS,NIVEL_7_DIAS,COR
"34122727046","POL","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727047","POBRA DO BROLLON (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727048","PONTENOVA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727049","PORTOMARIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727050","QUIROGA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727051","RIBADEO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34122727052","RIBAS DE SIL","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727053","RIBEIRA DE PIQUIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727054","RIOTORTO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727055","SAMOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727056","RABADE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727057","SARRIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34122727058","SAVIÑAO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727059","SOBER","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727060","TABOADA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727061","TRABADA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727062","TRIACASTELA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727063","VALADOURO (O)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34122727064","VICEDO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727065","VILALBA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34122727066","VIVEIRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727901","BARALLA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34122727902","BURELA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232001","ALLARIZ","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232002","AMOEIRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232003","ARNOIA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232004","AVION","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232005","BALTAR","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232006","BANDE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232007","BAÑOS DE MOLGAS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232008","BARBADAS","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232009","BARCO DE VALDEORRAS (O)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232010","BEADE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232011","BEARIZ","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232012","BLANCOS (OS)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232013","BOBORAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232014","BOLA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232015","BOLO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232016","CALVOS DE RANDIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232017","CARBALLEDA DE VALDEORRAS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232018","CARBALLEDA DE AVIA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232019","CARBALLIÑO (O)","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123232020","CARTELLE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232021","CASTRELO DO VAL","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232022","CASTRELO DE MIÑO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232023","CASTRO CALDELAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232024","CELANOVA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232025","CENLLE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232026","COLES","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232027","CORTEGADA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232028","CUALEDRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232029","CHANDREXA DE QUEIXA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232030","ENTRIMO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232031","ESGOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232032","XINZO DE LIMIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232033","GOMESENDE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232034","GUDIÑA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232035","IRIXO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232036","XUNQUEIRA DE AMBIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232037","XUNQUEIRA DE ESPADANEDO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232038","LAROUCO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232039","LAZA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232040","LEIRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232041","LOBEIRA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232042","LOBIOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232043","MACEDA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232044","MANZANEDA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232045","MASIDE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232046","MELON","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232047","MERCA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232048","MEZQUITA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232049","MONTEDERRAMO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232050","MONTERREI","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232051","MUIÑOS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123232052","NOGUEIRA DE RAMUIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232053","OIMBRA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232054","OURENSE","Número de novos casos diagnosticados no concello: 99.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 57.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232055","PADERNE DE ALLARIZ","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232056","PADRENDA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232057","PARADA DE SIL","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232058","PEREIRO DE AGUIAR","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123232059","PEROXA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232060","PETIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232061","PIÑOR","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232062","PORQUEIRA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232063","POBRA DE TRIVES A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232064","PONTEDEVA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232065","PUNXIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232066","QUINTELA DE LEIRADO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232067","RAIRIZ DE VEIGA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232068","RAMIRAS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232069","RIBADAVIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232070","SAN XOAN DE RIO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232071","RIOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232072","RUA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232073","RUBIA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232074","SAN AMARO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232075","SAN CIBRAO DAS VIÑAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123232076","SAN CRISTOVO DE CEA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232077","SANDIAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232078","SARREAUS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232079","TABOADELA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232080","TEIXEIRA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232081","TOEN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232082","TRASMIRAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123232083","VEIGA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232084","VEREA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232085","VERIN","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232086","VIANA DO BOLO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232087","VILAMARIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232088","VILAMARTIN DE VALDEORRAS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232089","VILAR DE BARRIO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232090","VILAR DE SANTOS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232091","VILARDEVOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123232092","VILARIÑO DE CONSO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636001","ARBO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636002","BARRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636003","BAIONA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636004","BUEU","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤10.","0"
"34123636005","CALDAS DE REIS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636006","CAMBADOS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636007","CAMPO LAMEIRO","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636008","CANGAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636009","CAÑIZA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636010","CATOIRA","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636013","COVELO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636014","CRECENTE","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636015","CUNTIS","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636016","DOZON","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636017","ESTRADA A","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤10.","0"
"34123636018","FORCAREI","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636019","FORNELOS DE MONTES","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636020","AGOLADA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636021","GONDOMAR","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636022","GROVE O","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤25.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: ≤10.","0"
"34123636023","GUARDA (A)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636024","LALIN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636025","LAMA A","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
